grant_sn,S_N,org_name_geojson,grantee_name_grantCSV,has_geometry,X,Y,WKT,Location_geojson,Type_of_Grant_geojson,Commodities_geojson,organization_type,municipality,district,province,direct_hh,total_hh,area_ha_org,grant_title,implementation_period,enterprise_commodity,main_category,subcategory,enterprise_classification,women_count_org,women_json,restoration_records_org,area_direct_total_org,area_contributed_total_org,people_benefited_total_org,restoration_json,loa_contracts_org,loa_total_NPR_org,loa_total_USD_org,dbg_contracts_org,dbg_total_NPR_org,dbg_total_USD_org,finance_contracts_org,finance_total_NPR_org,finance_total_USD_org,finance_sites_org,finance_json
14,14,Rastriya Dalit Network,Rastriya Dalit Network,True,80.5997660000000,28.7064710000000,POINT (80.5997657678294 28.7064710691128),"Dhangadhi- 01, Kailali",LoA,Fisheries (marginalised  dalit community producer group),farmers_group,Dhangadhi Sub-Metropolitan City-1,Kailali,Sudurpashchim,,31.0,,Capacity Enhancement for Sustainable Livlihood through Locally Initiated Enterpreneurship,December 2020- December 2021,Fisheries (marginalised  dalit community producer group),Other / needs review,Fish,Farm-based,0,,1,0.038,0,31.0,"[{""org_id"": 14, ""org_name"": ""Rastriya Dalit Network"", ""year_block"": ""2022 and 2023"", ""area_direct_ha"": 0.038, ""area_contributed_ha"": null, ""people_benefited"": 31.0}]",1,727500.0,6169.43690600000,0,,,1,727500.0,6169.43690600000,,"[{""org_id"": 14, ""org_name_raw"": ""RASTRIYA DALIT NETWORK (RDN)"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2020-12-28"", ""service_end"": ""2022-03-30"", ""cur"": ""NPR"", ""cur_value"": 727500.0, ""usd_value"": 6169.43690637739}]"
15,15,Dangdunge CFUG (Makawanpur),Dangdunge CFUG (Makawanpur),True,85.03782700000,27.435858000000,POINT (85.03782683454 27.435858067419),"Makawanpur District, Hetauda Sub-metropolitan City - 11",LoA,Safe agri production linked with community nursery,forest_sector,Hetauda Sub-Metropolitan City-11,Makawanpur,Bagmati,15.0,,,Dangdunge Micro Agro-forestry Programme,December 2020- December 2021,Safe agri production linked with community nursery,Other / needs review,Agri products,Farm-based,0,,1,4.0,0,67.0,"[{""org_id"": 15, ""org_name"": ""Dangdunge Community Forest"", ""year_block"": ""2022 and 2023"", ""area_direct_ha"": 4.0, ""area_contributed_ha"": null, ""people_benefited"": 67.0}]",1,797000.0,6758.81953900000,0,,,1,797000.0,6758.81953900000,,"[{""org_id"": 15, ""org_name_raw"": ""DANGDUNGE BAN UPABHOKTA SA"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2020-12-28"", ""service_end"": ""2022-03-30"", ""cur"": ""NPR"", ""cur_value"": 797000.0, ""usd_value"": 6758.81953867049}]"
19,19,Community Rural Development Society Nepal,Community Rural Development Society Nepal,True,80.5395790000000,29.8426480000000,POINT (80.5395794543661 29.8426482535049),"Mahakali Municpality, Khalanga, Darchula, Nepal",LoA,Essential Oil,,,,,,,,"Strengthening  Aromatic and Medicinal Plants based Enterprise of Community Forest User Group by Scaling Up Production, Processing and Marketing",21 December 2021-30 November 2022,Essential Oil,Other / needs review,Essential Oil,Integrated,0,,0,,,,,1,1554190.0,12947.2675770000,0,,,1,1554190.0,12947.2675770000,,"[{""org_id"": 19, ""org_name_raw"": ""COMMUNITY RURAL DEVELOPMENT SOCIETY-NEPAL"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2021-12-22"", ""service_end"": ""2023-02-28"", ""cur"": ""NPR"", ""cur_value"": 1554190.0, ""usd_value"": 12947.2675774743}]"
21,5,NFGF (National Farmer Group Federation),National Farmer Group Federation,True,86.4777690000000,26.7140210000000,POINT (86.4777685254509 26.7140205357528),"Nayabazar-17, Kathmandu",LoA,Safe vegetable production,farmers_group,Kathmandu Metropolitan City,,Bagmati,,271000.0,,Promoting Organic Agri-Entrepreneurship adopting Participatory Guarantee System (PGS),15 December 2021-15 November 2022,PGS- Safe agri. products,Other / needs review,PGS,Farm-based,0,,2,33.0,6.0,578.0,"[{""org_id"": 5, ""org_name"": ""National Farmers Group Federation Nepal"", ""year_block"": ""2022 and 2023"", ""area_direct_ha"": 29.0, ""area_contributed_ha"": null, ""people_benefited"": 425.0}, {""org_id"": 5, ""org_name"": ""NFGF"", ""year_block"": ""2024"", ""area_direct_ha"": 4.0, ""area_contributed_ha"": 6.0, ""people_benefited"": 153.0}]",3,5658966.0,45829.3419080000,1,4347475.0,30678.2417860000,4,10006441.0,76507.583694000,KATHMANDU LOA,"[{""org_id"": 5, ""org_name_raw"": ""NATIONAL FARMERS GROUP FEDERATION NEPAL"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2020-02-14"", ""service_end"": ""2020-02-20"", ""cur"": ""NPR"", ""cur_value"": 1615600.0, ""usd_value"": 14171.9298245608}, {""org_id"": 5, ""org_name_raw"": ""NATIONAL FARMERS GROUP FEDERATION NEPAL"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2021-12-15"", ""service_end"": ""2023-02-28"", ""cur"": ""NPR"", ""cur_value"": 1599586.0, ""usd_value"": 13325.4415194936}, {""org_id"": 5, ""org_name_raw"": ""NATIONAL FARMERS GROUP FEDERATION NEPAL"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2023-12-06"", ""service_end"": ""2024-12-05"", ""cur"": ""NPR"", ""cur_value"": 2443780.0, ""usd_value"": 18331.9705641872}, {""org_id"": 5, ""org_name_raw"": ""NATIONAL FARMERS GROUP FEDERATION NEPAL"", ""sheet"": ""DBG"", ""site_code"": ""KATHMANDU LOA"", ""service_start"": ""2025-10-13"", ""service_end"": ""2026-06-30"", ""cur"": ""NPR"", ""cur_value"": 4347475.0, ""usd_value"": 30678.2417861594}]"
27,27,"SHREE SHIVASHAKTI KRISHI SAHAKARI (Shree Shivashakti Krishi Sahakari, Limited)","SHREE SHIVASHAKTI KRISHI SAHAKARI (Shree Shivashakti Krishi Sahakari, Limited)",True,83.9809020000000,28.228162000000,POINT (83.9809023966527 28.228162174753),"Bhimphedi-7,Makawanpur",LoA,PGS certified agri. products,cooperative,Bhimphedi Rural Municipality-7,Makawanpur,Bagmati,72.0,72.0,,Strengthening organic agro-entrepreneurship of small holder farmer groups operating in forest farm landscape through PGS certification,22 December 2022- 21 December 2023,PGS certified agri. products,Other / needs review,PGS,Farm-based,0,,1,5.19,0,480.0,"[{""org_id"": 27, ""org_name"": ""Shivashakti Cooperative"", ""year_block"": ""2022 and 2023"", ""area_direct_ha"": 5.19, ""area_contributed_ha"": null, ""people_benefited"": 480.0}]",0,,,0,,,0,,,,
33,33,Binayi Samudayik Ban Upobhokta Samu (BSBUS),Binayi Samudayik Ban Upobhokta Samu (BSBUS),True,83.8659760000000,27.5819630000000,POINT (83.8659763966365 27.5819630378295),"Binayi Triveni Rural Municipality-1, Dumkibas Nawalparasi, NepaL",LoA,Fertiliser,forest_sector,"Binayi Triveni Rural Municipality-1, Dumkibas",Nawalpur,Gandaki,20.0,,,Strengthening the production and value addition capacity of bio-fertiliser group the of Binayi Community Forest in Nawalpur,27 November 2023-26 November 2024,Fertiliser,Other / needs review,Fertiliser,Forest-based,6216,"[{""org_id"": 33, ""producer_group"": ""Binayi Community Forest User Group"", ""year_block"": ""2019-2024"", ""women_count"": 20, ""product"": ""Forest Biomass- organic fertilizer""}, {""org_id"": 33, ""producer_group"": ""Binayi Community Forest User Group"", ""year_block"": ""2026"", ""women_count"": 6196, ""product"": ""Bio-fertilizer""}]",2,3.0,3.0,2228.0,"[{""org_id"": 33, ""org_name"": ""Binayi CFUGs"", ""year_block"": ""2024"", ""area_direct_ha"": 3.0, ""area_contributed_ha"": 3.0, ""people_benefited"": 20.0}, {""org_id"": 33, ""org_name"": ""Binayi Samudayik Ban Upobhokta Samu"", ""year_block"": ""2025"", ""area_direct_ha"": null, ""area_contributed_ha"": null, ""people_benefited"": 2208.0}]",1,2528580.0,18992.8868120000,1,4225700.0,29924.9344950000,2,6754280.0,48917.821306999998,NAWALPARASI LOA,"[{""org_id"": 33, ""org_name_raw"": ""BINAYI SAMUDAYIK BAN UPOBHOKTA SAMU"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2023-11-27"", ""service_end"": ""2024-11-26"", ""cur"": ""NPR"", ""cur_value"": 2528580.0, ""usd_value"": 18992.8868124346}, {""org_id"": 33, ""org_name_raw"": ""BINAYI SAMUDAYIK BAN UPOBHOKTA SAMU"", ""sheet"": ""DBG"", ""site_code"": ""NAWALPARASI LOA"", ""service_start"": ""2025-09-18"", ""service_end"": ""2026-06-30"", ""cur"": ""NPR"", ""cur_value"": 4225700.0, ""usd_value"": 29924.9344947239}]"
34,5,NFGF (National Farmer Group Federation),"National Farmer Group Federation (NFGF), Nepal",True,86.4777690000000,26.7140210000000,POINT (86.4777685254509 26.7140205357528),"Nayabazar-17, Kathmandu",LoA,Safe vegetable production,farmers_group,Kathmandu Metropolitan City,,Bagmati,,271000.0,,Promote collective agro-entrepreneurship based on ecological practices incorporating Participatory Guarantee System.,06 December 2023- 05 December 2024,PGS certified agri. products,Other / needs review,PGS,Farm-based,0,,2,33.0,6.0,578.0,"[{""org_id"": 5, ""org_name"": ""National Farmers Group Federation Nepal"", ""year_block"": ""2022 and 2023"", ""area_direct_ha"": 29.0, ""area_contributed_ha"": null, ""people_benefited"": 425.0}, {""org_id"": 5, ""org_name"": ""NFGF"", ""year_block"": ""2024"", ""area_direct_ha"": 4.0, ""area_contributed_ha"": 6.0, ""people_benefited"": 153.0}]",3,5658966.0,45829.3419080000,1,4347475.0,30678.2417860000,4,10006441.0,76507.583694000,KATHMANDU LOA,"[{""org_id"": 5, ""org_name_raw"": ""NATIONAL FARMERS GROUP FEDERATION NEPAL"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2020-02-14"", ""service_end"": ""2020-02-20"", ""cur"": ""NPR"", ""cur_value"": 1615600.0, ""usd_value"": 14171.9298245608}, {""org_id"": 5, ""org_name_raw"": ""NATIONAL FARMERS GROUP FEDERATION NEPAL"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2021-12-15"", ""service_end"": ""2023-02-28"", ""cur"": ""NPR"", ""cur_value"": 1599586.0, ""usd_value"": 13325.4415194936}, {""org_id"": 5, ""org_name_raw"": ""NATIONAL FARMERS GROUP FEDERATION NEPAL"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2023-12-06"", ""service_end"": ""2024-12-05"", ""cur"": ""NPR"", ""cur_value"": 2443780.0, ""usd_value"": 18331.9705641872}, {""org_id"": 5, ""org_name_raw"": ""NATIONAL FARMERS GROUP FEDERATION NEPAL"", ""sheet"": ""DBG"", ""site_code"": ""KATHMANDU LOA"", ""service_start"": ""2025-10-13"", ""service_end"": ""2026-06-30"", ""cur"": ""NPR"", ""cur_value"": 4347475.0, ""usd_value"": 30678.2417861594}]"
36,3,AFFON (Association of Family Forest Owners Nepal),Association of Family Forest Owners Nepal (AFFON),True,85.3415020000000,27.6902490000000,POINT (85.3415015831458 27.6902488778735),"Shantinagar-31, Kathmandu, Nepal",LoA,Timur (Sichuan Pepper)- Production Upscaling through agroforestry,forest_sector,"Kathmandu Metropolitan City-31, Shantinagar",Kathmandu,Bagmati,122.0,,,Develop and demonstrate model of agroforestry systems contributing to landscape restoration.,06 December 2023- 05 December 2024,"Thunse, Sisnoo, broom, Allo, Lapsi and Handmade paper",Other / needs review,Non-timber forest products,Forest-based,38,"[{""org_id"": 3, ""producer_group"": ""AFFON- Handmade Paper Group"", ""year_block"": ""2019-2024"", ""women_count"": 15, ""product"": ""Lokhta and Argeli Bush- Paper""}, {""org_id"": 3, ""producer_group"": ""AFFON -Setidevi Women Entrepreneur Farmers Group"", ""year_block"": ""2019-2024"", ""women_count"": 23, ""product"": ""Hogplum- Hogplum paste""}]",2,69.4,10.0,397.0,"[{""org_id"": 3, ""org_name"": ""Association of Family Forest Owners, Nepal (Pratapkot Agroforestry Cooperative)"", ""year_block"": ""2022 and 2023"", ""area_direct_ha"": 28.0, ""area_contributed_ha"": null, ""people_benefited"": 275.0}, {""org_id"": 3, ""org_name"": ""AFFON"", ""year_block"": ""2024"", ""area_direct_ha"": 41.4, ""area_contributed_ha"": 10.0, ""people_benefited"": 122.0}]",3,5700210.0,46056.7033130000,0,,,3,5700210.0,46056.7033130000,,"[{""org_id"": 3, ""org_name_raw"": ""ASSOCIATION OF FAMILY FOREST OWNERS NEPAL (AFFON)"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2020-02-14"", ""service_end"": ""2020-02-20"", ""cur"": ""NPR"", ""cur_value"": 1600300.0, ""usd_value"": 14037.719298245}, {""org_id"": 3, ""org_name_raw"": ""ASSOCIATION OF FAMILY FOREST OWNERS NEPAL (AFFON)"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2021-12-15"", ""service_end"": ""2023-02-28"", ""cur"": ""NPR"", ""cur_value"": 1524090.0, ""usd_value"": 12696.517827391}, {""org_id"": 3, ""org_name_raw"": ""ASSOCIATION OF FAMILY FOREST OWNERS NEPAL (AFFON)"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2023-12-06"", ""service_end"": ""2024-12-05"", ""cur"": ""NPR"", ""cur_value"": 2575820.0, ""usd_value"": 19322.4661870728}]"
38,38,Sakriya Mahila Krishi Sahakari Sanstha Limited (SMKSSL),Sakriya Mahila Krishi Sahakari Sanstha Limited (SMKSSL),True,85.5080160000000,27.5935940000000,POINT (85.5080159217063 27.5935941972749),"Panauti Municipality-8, Kavrepalanchok, Bagmati Province, Nepal",DBG,Agriculture products value addition,cooperative,Panauti Municipality-8,Kavrepalanchok,Bagmati,155.0,155.0,,Value-chain on vegetable production and livelihood promotion program,24 Decembr 2023-23 December 2024,Agriculture products value addition,Other / needs review,Agri products,Farm-based,555,"[{""org_id"": 38, ""producer_group"": ""Sakriya Mahila Agriculture Cooperative"", ""year_block"": ""2019-2024"", ""women_count"": 400, ""product"": ""Safe farm basket of products""}, {""org_id"": 38, ""producer_group"": ""Sakriya Mahila Agriculture Cooperative"", ""year_block"": ""2026"", ""women_count"": 155, ""product"": ""Agriculture products value addition""}]",2,2.0,5.0,555.0,"[{""org_id"": 38, ""org_name"": ""Sakriye Mahila Sahakari Limited"", ""year_block"": ""2024"", ""area_direct_ha"": 2.0, ""area_contributed_ha"": 5.0, ""people_benefited"": 400.0}, {""org_id"": 38, ""org_name"": ""Sakriya Mahila Krisi Sahakari Sanstha SA. LT"", ""year_block"": ""2025"", ""area_direct_ha"": null, ""area_contributed_ha"": null, ""people_benefited"": 155.0}]",0,,,2,10232820.0,75137.6822350000,2,10232820.0,75137.6822350000,KAVREPLANC(DBG),"[{""org_id"": 38, ""org_name_raw"": ""SAKRIYA MAHILA KRISI SHAKARI SA LT"", ""sheet"": ""DBG"", ""site_code"": ""KAVREPLANC(DBG)"", ""service_start"": ""2023-12-24"", ""service_end"": ""2024-12-23"", ""cur"": ""NPR"", ""cur_value"": 5988500.0, ""usd_value"": 45080.887390001}, {""org_id"": 38, ""org_name_raw"": ""SAKRIYA MAHILA KRISI SHAKARI SA LT"", ""sheet"": ""DBG"", ""site_code"": ""KAVREPLANC(DBG)"", ""service_start"": ""2025-09-18"", ""service_end"": ""2026-06-30"", ""cur"": ""NPR"", ""cur_value"": 4244320.0, ""usd_value"": 30056.7948445575}]"
39,39,Pasupati Samudayik Ban Upobhokta Samuha (PSBUS),Pasupati Samudayik Ban Upobhokta Samuha (PSBUS),False,,,,"Manahari Rural Municipality- 7, Makawanpur, Bagmati Province, Nepal",DBG,Saw mill,,,,,,,,Financial and livelihood improvement of women through forest-based enterprise (Allo Enterprise),24 Decembr 2023-23 December 2024,Saw mill,Other / needs review,Timber,Forest-based,0,,2,6.0,10.0,62.0,"[{""org_id"": 39, ""org_name"": ""Pashupati Community Forest"", ""year_block"": ""2022 and 2023"", ""area_direct_ha"": 4.0, ""area_contributed_ha"": null, ""people_benefited"": 30.0}, {""org_id"": 39, ""org_name"": ""Pasupati CFUGs"", ""year_block"": ""2024"", ""area_direct_ha"": 2.0, ""area_contributed_ha"": 10.0, ""people_benefited"": 32.0}]",0,,,1,2694500.0,20283.9527550000,1,2694500.0,20283.9527550000,MAKAWANPU (DBG),"[{""org_id"": 39, ""org_name_raw"": ""PASHUPATI COMMUNITY FOREST USERS GROUP"", ""sheet"": ""DBG"", ""site_code"": ""MAKAWANPU (DBG)"", ""service_start"": ""2023-12-24"", ""service_end"": ""2024-12-23"", ""cur"": ""NPR"", ""cur_value"": 2694500.0, ""usd_value"": 20283.9527548397}]"
40,40,"Himawanti Nepal (HN)                      Risheshwor Mahila Allo Kapada Utpadan Udhyog, located in Thaha Municipality-4, Makwanpur district","Himawanti Nepal (HN)                      Risheshwor Mahila Allo Kapada Utpadan Udhyog, located in Thaha Municipality-4, Makwanpur district",True,85.3208790000000,27.6846380000000,POINT (85.3208788273232 27.6846382855821),"Jwagal-10, Kupondole,Lalitpur  Metropolitan City,  Bagmati Province, Nepal",DBG,Allo (Himalayan nettle),,,,,,,,Financial and livelihood improvement of women through forest-based enterprise (Allo Enterprise),28 Decembr 2023-27 December 2024,Allo (Himalayan nettle),Other / needs review,Allo,Forest-based,9,"[{""org_id"": 40, ""producer_group"": ""HIMAWANTI"", ""year_block"": ""2019-2024"", ""women_count"": 9, ""product"": ""Allo plant-Allo fibre- Allo fabric""}]",1,4.0,4.0,9.0,"[{""org_id"": 40, ""org_name"": ""HIMAWANTI"", ""year_block"": ""2024"", ""area_direct_ha"": 4.0, ""area_contributed_ha"": 4.0, ""people_benefited"": 9.0}]",0,,,1,2199000.0,16553.8734860000,1,2199000.0,16553.8734860000,LALITPUR (LOA),"[{""org_id"": 40, ""org_name_raw"": ""HIMALAYAN GRASSROOTS WOMEN S NATURAL RESOURCE MANAGEMENT ASSOCIATION OF NEPAL (HIMAWANTI)"", ""sheet"": ""DBG"", ""site_code"": ""LALITPUR (LOA)"", ""service_start"": ""2023-12-28"", ""service_end"": ""2024-12-27"", ""cur"": ""NPR"", ""cur_value"": 2199000.0, ""usd_value"": 16553.8734859501}]"
41,41,Hamro Rajakot Bahuuddeshye Sahakari Sanstha Limited (HRBSSL),Hamro Rajakot Bahuuddeshye Sahakari Sanstha Limited (HRBSSL),False,,,,"Dangisaran Rural Municipality-2, Kalamkhola, Dang Lumbini Province, Nepal",DBG,"Leaflate, wooven basket",,,,,,,,"Value addition on leafpalte, dhakiya and bamboo products",28 December 2023-27 December 2024,"Leaflate, wooven basket",Other / needs review,Sal leaf plates,Forest-based,0,,0,,,,,0,,,0,,,0,,,,
42,42,Aadhunik Krishi Sahakari Limited (AKSL),Aadhunik Krishi Sahakari Limited (AKSL),False,,,,"Dangisaran Rural Municipality-2, Kalamkhola, Dang Lumbini Province, Nepal",DBG,Biodegradable packaging materials,cooperative,"Ratna Nagar Municipality-10, Bakulahar Chowk",Chitwan,Bagmati,104.0,104.0,,Environment friendly bio-degradable plastic manufacturing plant establishment and packaging and promotion of locally produced products.,25 December 2023-24 December 2024 (extended until April 2025),Biodegradable packaging materials,Other / needs review,Non-timber forest products,Integrated,0,,1,1.25,1.5,104.0,"[{""org_id"": 42, ""org_name"": ""Aadhunik Krishi Sahakari Limited"", ""year_block"": ""2024"", ""area_direct_ha"": 1.25, ""area_contributed_ha"": 1.5, ""people_benefited"": 104.0}]",0,,,1,5993866.0,45121.282154000,1,5993866.0,45121.282154000,TANDI (DBG),"[{""org_id"": 42, ""org_name_raw"": ""AADHUNIK AGRICULTURE CO-OPERATIVE L"", ""sheet"": ""DBG"", ""site_code"": ""TANDI (DBG)"", ""service_start"": ""2023-12-24"", ""service_end"": ""2025-04-30"", ""cur"": ""NPR"", ""cur_value"": 5993866.0, ""usd_value"": 45121.282153587}]"
45,45,Piple Pokhara S.B.U.S (Piple-Pokhara CFUG),Piple Pokhara S.B.U.S (Piple-Pokhara CFUG),False,,,,"Hetauda Sub-Metropolitan City-5, Makawanpur, Bagmati Province,",LoA,Handicrafts,forest_sector,Hetauda Sub-Metropolitan City-5,Makawanpur,Bagmati,9.0,1686.0,209.09,Upgrade Of Forest-Based Handicraft Enterprise In The Value Chain,25 October 2024 - 25 October 2025,Handicrafts,Other / needs review,Handicraft,Forest-based,7,"[{""org_id"": 45, ""producer_group"": ""Piple Pokhara CFUG"", ""year_block"": ""2025"", ""women_count"": 7, ""product"": ""Handicraft""}]",2,17.0,209.09,99.0,"[{""org_id"": 45, ""org_name"": ""Piplepokhara Community Forest"", ""year_block"": ""2022 and 2023"", ""area_direct_ha"": 2.0, ""area_contributed_ha"": null, ""people_benefited"": 85.0}, {""org_id"": 45, ""org_name"": ""PIPLE POKHARA SBUS"", ""year_block"": ""2025"", ""area_direct_ha"": 15.0, ""area_contributed_ha"": 209.09, ""people_benefited"": 14.0}]",1,3072348.0,22851.0609810000,0,,,1,3072348.0,22851.0609810000,,"[{""org_id"": 45, ""org_name_raw"": ""PIPLE POKHARA SBUS"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2024-10-25"", ""service_end"": ""2025-10-24"", ""cur"": ""NPR"", ""cur_value"": 3072348.0, ""usd_value"": 22851.0609813229}]"
47,47,Jaldevi Samudayik Ban Upbhokta Samuha (Jaldevi CFUG),Jaldevi Samudayik Ban Upbhokta Samuha (Jaldevi CFUG),False,,,,"Bharatpur Metropolitan City- 2, Chitwan, Bagmati Province, Nepal",LoA,Honey,forest_sector,Bharatpur Metropolitan City-2,Chitwan,Bagmati,1724.0,1724.0,199.0,Empowering Communities through Sustainable Beekeeping for Forest Conservation and to strengthen Livelihood,14  November 2024 - 14 November 2025,Honey,Other / needs review,Honey,Forest-based,0,,1,5.0,199.0,12.0,"[{""org_id"": 47, ""org_name"": ""JALDEVI SAMUDAYIK BAN UPBHOKTA SAMUHA"", ""year_block"": ""2025"", ""area_direct_ha"": 5.0, ""area_contributed_ha"": 199.0, ""people_benefited"": 12.0}]",1,3087175.0,22961.339075000,0,,,1,3087175.0,22961.339075000,,"[{""org_id"": 47, ""org_name_raw"": ""JALDEVI SAMUDAYIK BAN UPBHOKTA SAMUHA"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2024-11-14"", ""service_end"": ""2025-11-13"", ""cur"": ""NPR"", ""cur_value"": 3087175.0, ""usd_value"": 22961.339075201}]"
48,48,Ratu Mahila Samuhik Ban U. Samuh (Ratu Mahila CFUG),Ratu Mahila Samuhik Ban U. Samuh (Ratu Mahila CFUG),True,85.9176880000000,27.0293920000000,POINT (85.9176877254585 27.0293921171693),"Bardibas Municipality-3, Mahottari, Madhesh Province, Nepal",LoA,Handicraft,forest_sector,Bardibas Municipality-3,Mahottari,Madhesh,38.0,200.0,383.53,"Empowering community led handicraft enterprise through capacity building, market linkages and sustainable forest management",17 December 2024 - 17 December 2025,Handicraft,Other / needs review,Handicraft,Forest-based,25,"[{""org_id"": 48, ""producer_group"": ""Ratu Mahila CFUG"", ""year_block"": ""2025"", ""women_count"": 25, ""product"": ""Bamboo Chair and Table""}]",1,41.0,383.53,38.0,"[{""org_id"": 48, ""org_name"": ""RATU MAHILA SAMUHIK BAN U.SAMUH"", ""year_block"": ""2025"", ""area_direct_ha"": 41.0, ""area_contributed_ha"": 383.53, ""people_benefited"": 38.0}]",1,3330120.0,24535.6085050000,0,,,1,3330120.0,24535.6085050000,,"[{""org_id"": 48, ""org_name_raw"": ""RATU MAHILA SAMUHIK BAN U.SAMUH"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2024-12-17"", ""service_end"": ""2025-12-16"", ""cur"": ""NPR"", ""cur_value"": 3330120.0, ""usd_value"": 24535.6085053701}]"
53,53,Shivnagar Samudayik Ban Upabhokta Samuha (Shiv Nagar CFUG),Shivnagar Samudayik Ban Upabhokta Samuha (Shiv Nagar CFUG),True,83.4648470000000,27.7087480000000,POINT (83.4648466068075 27.7087480570886),"Butwal Sub-Metropolitan City-7, 8, 9 and 11",LoA,Nursery,forest_sector,"Butwal Sub-Metropolitan City-7,8,9,11",Rupandehi,Lumbini,25.0,1979.0,472.0,Enhancing livelihood of the forest user groups through sustainable agroforestry Nursery management of Shivnagar Community Forest User Group,29 October 2024 - 29 October 2025,Nursery,Other / needs review,Nursery,Farm-based,0,,1,20.0,472.0,27.0,"[{""org_id"": 53, ""org_name"": ""SHIVNAGAR SAMUDAYIK BAN UPABHOKTA SAMUHA"", ""year_block"": ""2025"", ""area_direct_ha"": 20.0, ""area_contributed_ha"": 472.0, ""people_benefited"": 27.0}]",1,3160835.0,23509.1966590000,0,,,1,3160835.0,23509.1966590000,,"[{""org_id"": 53, ""org_name_raw"": ""SHIVNAGAR SAMUDAYIK BAN UPABHOKTA SAMUHA"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2024-10-29"", ""service_end"": ""2025-10-28"", ""cur"": ""NPR"", ""cur_value"": 3160835.0, ""usd_value"": 23509.1966590047}]"
54,54,Shankarnagar Samudayek Van Upabhokta Samuha (Shankarnagar CFUG),Shankarnagar Samudayek Van Upabhokta Samuha (Shankarnagar CFUG),True,83.4692730000000,27.6500750000000,POINT (83.4692734820054 27.6500750439929),"Tilottama Municipality-1, Rupandehi, Lumbini Province, Nepal",LoA,Nursery,forest_sector,Tilottama Municipality-1,Rupandehi,Lumbini,25.0,4092.0,584.6,Strengthen capacity of the agroforestry nursery applying sustainable management principles and practices: An initiative of Shankarnagar Community Forest User Group,18 November 2024 - 18 November 2025,Nursery,Other / needs review,Nursery,Farm-based,0,,1,3.0,584.6,30.0,"[{""org_id"": 54, ""org_name"": ""SHANKARNAGAR SAMUDAYEK VAN UPABHOKTA SAMUHA"", ""year_block"": ""2025"", ""area_direct_ha"": 3.0, ""area_contributed_ha"": 584.6, ""people_benefited"": 30.0}]",1,3170125.0,23483.9730060000,0,,,1,3170125.0,23483.9730060000,,"[{""org_id"": 54, ""org_name_raw"": ""SHANKARNAGAR SAMUDAYEK VAN UPABHOKTA SAMUHA"", ""sheet"": ""LoA"", ""site_code"": """", ""service_start"": ""2024-11-18"", ""service_end"": ""2025-11-17"", ""cur"": ""NPR"", ""cur_value"": 3170125.0, ""usd_value"": 23483.9730056081}]"
56,56,Mithila Jadibuti Sahakari Sanstha Ltd,Mithila Jadibuti Sahakari Sanstha Ltd,True,85.9508930000000,26.9509030000000,POINT (85.9508929032639 26.9509033232405),"Mithila Municipality-6, Dhalkebar, Madhesh Province, Nepal",DBG,Agroforestry products and pickle,cooperative,"Mithila Municipality-6, Dhalkebar",Dhanusha,Madhesh,30.0,505.0,,"Sustainable Production, Promotion, and Value Addition of Amala and Mango Plants.",17 December 2024 - 17 December 2025,Agroforestry products and pickle,Other / needs review,Amala,Integrated,0,,1,0,0,30.0,"[{""org_id"": 56, ""org_name"": ""MITHILA JADIBUTI SAHAKARI SANSTHA LTD"", ""year_block"": ""2025"", ""area_direct_ha"": 0.0, ""area_contributed_ha"": 0.0, ""people_benefited"": 30.0}]",0,,,1,3983805.0,29351.8191060000,1,3983805.0,29351.8191060000,DHALKEBAR (DBG),"[{""org_id"": 56, ""org_name_raw"": ""MITHILA JADIBUTI SAHAKARI SANSTHA LTD"", ""sheet"": ""DBG"", ""site_code"": ""DHALKEBAR (DBG)"", ""service_start"": ""2024-12-17"", ""service_end"": ""2025-12-16"", ""cur"": ""NPR"", ""cur_value"": 3983805.0, ""usd_value"": 29351.8191061391}]"
